ID,Type,PieceMark,Section,Material,StartX,StartY,StartZ,EndX,EndY,EndZ,Leg_Start,Leg_End
00100098,beam,M98,L40x4,A36,-0.55,-0.55,36.75,-0.55,0.55,37.5,"{'ID': '00100083', 'Type': 'beam', 'PieceMark': 'M83', 'Section': 'L80X7', 'Material': 'A36', 'StartX': -0.55, 'StartY': -0.55, 'StartZ': 36.0, 'EndX': -0.55, 'EndY': -0.55, 'EndZ': 37.5}","{'ID': '00100070', 'Type': 'beam', 'PieceMark': 'M70', 'Section': 'L80X7', 'Material': 'A36', 'StartX': -0.55, 'StartY': 0.55, 'StartZ': 37.5, 'EndX': -0.55, 'EndY': 0.55, 'EndZ': 39.5}"
00100109,beam,M109,L40x5,A36,-0.590625,-0.590625,33.75,0.570312,-0.570312,34.875,"{'ID': '00100099', 'Type': 'beam', 'PieceMark': 'M99', 'Section': 'L90x9', 'Material': 'A36', 'StartX': -0.590625, 'StartY': -0.590625, 'StartZ': 33.75, 'EndX': -0.55, 'EndY': -0.55, 'EndZ': 36.0}","{'ID': '00100100', 'Type': 'beam', 'PieceMark': 'M100', 'Section': 'L90x9', 'Material': 'A36', 'StartX': 0.590625, 'StartY': -0.590625, 'StartZ': 33.75, 'EndX': 0.55, 'EndY': -0.55, 'EndZ': 36.0}"
00100110,beam,M110,L40x5,A36,0.590625,-0.590625,33.75,0.570312,0.570312,34.875,"{'ID': '00100100', 'Type': 'beam', 'PieceMark': 'M100', 'Section': 'L90x9', 'Material': 'A36', 'StartX': 0.590625, 'StartY': -0.590625, 'StartZ': 33.75, 'EndX': 0.55, 'EndY': -0.55, 'EndZ': 36.0}","{'ID': '00100101', 'Type': 'beam', 'PieceMark': 'M101', 'Section': 'L90x9', 'Material': 'A36', 'StartX': 0.590625, 'StartY': 0.590625, 'StartZ': 33.75, 'EndX': 0.55, 'EndY': 0.55, 'EndZ': 36.0}"
00100111,beam,M111,L40x5,A36,0.590625,0.590625,33.75,-0.570312,0.570312,34.875,"{'ID': '00100101', 'Type': 'beam', 'PieceMark': 'M101', 'Section': 'L90x9', 'Material': 'A36', 'StartX': 0.590625, 'StartY': 0.590625, 'StartZ': 33.75, 'EndX': 0.55, 'EndY': 0.55, 'EndZ': 36.0}","{'ID': '00100102', 'Type': 'beam', 'PieceMark': 'M102', 'Section': 'L90x9', 'Material': 'A36', 'StartX': -0.590625, 'StartY': 0.590625, 'StartZ': 33.75, 'EndX': -0.55, 'EndY': 0.55, 'EndZ': 36.0}"
00100112,beam,M112,L40x5,A36,-0.590625,0.590625,33.75,-0.570312,-0.570312,34.875,"{'ID': '00100102', 'Type': 'beam', 'PieceMark': 'M102', 'Section': 'L90x9', 'Material': 'A36', 'StartX': -0.590625, 'StartY': 0.590625, 'StartZ': 33.75, 'EndX': -0.55, 'EndY': 0.55, 'EndZ': 36.0}","{'ID': '00100099', 'Type': 'beam', 'PieceMark': 'M99', 'Section': 'L90x9', 'Material': 'A36', 'StartX': -0.590625, 'StartY': -0.590625, 'StartZ': 33.75, 'EndX': -0.55, 'EndY': -0.55, 'EndZ': 36.0}"
00100113,beam,M113,L40x5,A36,0.570312,-0.570312,34.875,-0.55,-0.55,36.0,"{'ID': '00100100', 'Type': 'beam', 'PieceMark': 'M100', 'Section': 'L90x9', 'Material': 'A36', 'StartX': 0.590625, 'StartY': -0.590625, 'StartZ': 33.75, 'EndX': 0.55, 'EndY': -0.55, 'EndZ': 36.0}","{'ID': '00100099', 'Type': 'beam', 'PieceMark': 'M99', 'Section': 'L90x9', 'Material': 'A36', 'StartX': -0.590625, 'StartY': -0.590625, 'StartZ': 33.75, 'EndX': -0.55, 'EndY': -0.55, 'EndZ': 36.0}"
00100114,beam,M114,L40x5,A36,0.570312,0.570312,34.875,0.55,-0.55,36.0,"{'ID': '00100101', 'Type': 'beam', 'PieceMark': 'M101', 'Section': 'L90x9', 'Material': 'A36', 'StartX': 0.590625, 'StartY': 0.590625, 'StartZ': 33.75, 'EndX': 0.55, 'EndY': 0.55, 'EndZ': 36.0}","{'ID': '00100100', 'Type': 'beam', 'PieceMark': 'M100', 'Section': 'L90x9', 'Material': 'A36', 'StartX': 0.590625, 'StartY': -0.590625, 'StartZ': 33.75, 'EndX': 0.55, 'EndY': -0.55, 'EndZ': 36.0}"
00100115,beam,M115,L40x5,A36,-0.570312,0.570312,34.875,0.55,0.55,36.0,"{'ID': '00100102', 'Type': 'beam', 'PieceMark': 'M102', 'Section': 'L90x9', 'Material': 'A36', 'StartX': -0.590625, 'StartY': 0.590625, 'StartZ': 33.75, 'EndX': -0.55, 'EndY': 0.55, 'EndZ': 36.0}","{'ID': '00100101', 'Type': 'beam', 'PieceMark': 'M101', 'Section': 'L90x9', 'Material': 'A36', 'StartX': 0.590625, 'StartY': 0.590625, 'StartZ': 33.75, 'EndX': 0.55, 'EndY': 0.55, 'EndZ': 36.0}"
00100116,beam,M116,L40x5,A36,-0.570312,-0.570312,34.875,-0.55,0.55,36.0,"{'ID': '00100099', 'Type': 'beam', 'PieceMark': 'M99', 'Section': 'L90x9', 'Material': 'A36', 'StartX': -0.590625, 'StartY': -0.590625, 'StartZ': 33.75, 'EndX': -0.55, 'EndY': -0.55, 'EndZ': 36.0}","{'ID': '00100086', 'Type': 'beam', 'PieceMark': 'M86', 'Section': 'L80X7', 'Material': 'A36', 'StartX': -0.55, 'StartY': 0.55, 'StartZ': 36.0, 'EndX': -0.55, 'EndY': 0.55, 'EndZ': 37.5}"
00100125,beam,M125,L40x5,A36,-0.627639,-0.627639,31.7,0.609132,-0.609132,32.725,"{'ID': '00100117', 'Type': 'beam', 'PieceMark': 'M117', 'Section': 'L90x9', 'Material': 'A36', 'StartX': -0.627639, 'StartY': -0.627639, 'StartZ': 31.7, 'EndX': -0.590625, 'EndY': -0.590625, 'EndZ': 33.75}","{'ID': '00100118', 'Type': 'beam', 'PieceMark': 'M118', 'Section': 'L90x9', 'Material': 'A36', 'StartX': 0.627639, 'StartY': -0.627639, 'StartZ': 31.7, 'EndX': 0.590625, 'EndY': -0.590625, 'EndZ': 33.75}"
00100126,beam,M126,L40x5,A36,0.627639,-0.627639,31.7,0.609132,0.609132,32.725,"{'ID': '00100118', 'Type': 'beam', 'PieceMark': 'M118', 'Section': 'L90x9', 'Material': 'A36', 'StartX': 0.627639, 'StartY': -0.627639, 'StartZ': 31.7, 'EndX': 0.590625, 'EndY': -0.590625, 'EndZ': 33.75}","{'ID': '00100119', 'Type': 'beam', 'PieceMark': 'M119', 'Section': 'L90x9', 'Material': 'A36', 'StartX': 0.627639, 'StartY': 0.627639, 'StartZ': 31.7, 'EndX': 0.590625, 'EndY': 0.590625, 'EndZ': 33.75}"
00100127,beam,M127,L40x5,A36,0.627639,0.627639,31.7,-0.609132,0.609132,32.725,"{'ID': '00100119', 'Type': 'beam', 'PieceMark': 'M119', 'Section': 'L90x9', 'Material': 'A36', 'StartX': 0.627639, 'StartY': 0.627639, 'StartZ': 31.7, 'EndX': 0.590625, 'EndY': 0.590625, 'EndZ': 33.75}","{'ID': '00100120', 'Type': 'beam', 'PieceMark': 'M120', 'Section': 'L90x9', 'Material': 'A36', 'StartX': -0.627639, 'StartY': 0.627639, 'StartZ': 31.7, 'EndX': -0.590625, 'EndY': 0.590625, 'EndZ': 33.75}"
00100128,beam,M128,L40x5,A36,-0.627639,0.627639,31.7,-0.609132,-0.609132,32.725,"{'ID': '00100120', 'Type': 'beam', 'PieceMark': 'M120', 'Section': 'L90x9', 'Material': 'A36', 'StartX': -0.627639, 'StartY': 0.627639, 'StartZ': 31.7, 'EndX': -0.590625, 'EndY': 0.590625, 'EndZ': 33.75}","{'ID': '00100117', 'Type': 'beam', 'PieceMark': 'M117', 'Section': 'L90x9', 'Material': 'A36', 'StartX': -0.627639, 'StartY': -0.627639, 'StartZ': 31.7, 'EndX': -0.590625, 'EndY': -0.590625, 'EndZ': 33.75}"
00100129,beam,M129,L40x5,A36,0.609132,-0.609132,32.725,-0.590625,-0.590625,33.75,"{'ID': '00100118', 'Type': 'beam', 'PieceMark': 'M118', 'Section': 'L90x9', 'Material': 'A36', 'StartX': 0.627639, 'StartY': -0.627639, 'StartZ': 31.7, 'EndX': 0.590625, 'EndY': -0.590625, 'EndZ': 33.75}","{'ID': '00100117', 'Type': 'beam', 'PieceMark': 'M117', 'Section': 'L90x9', 'Material': 'A36', 'StartX': -0.627639, 'StartY': -0.627639, 'StartZ': 31.7, 'EndX': -0.590625, 'EndY': -0.590625, 'EndZ': 33.75}"
00100130,beam,M130,L40x5,A36,0.609132,0.609132,32.725,0.590625,-0.590625,33.75,"{'ID': '00100119', 'Type': 'beam', 'PieceMark': 'M119', 'Section': 'L90x9', 'Material': 'A36', 'StartX': 0.627639, 'StartY': 0.627639, 'StartZ': 31.7, 'EndX': 0.590625, 'EndY': 0.590625, 'EndZ': 33.75}","{'ID': '00100118', 'Type': 'beam', 'PieceMark': 'M118', 'Section': 'L90x9', 'Material': 'A36', 'StartX': 0.627639, 'StartY': -0.627639, 'StartZ': 31.7, 'EndX': 0.590625, 'EndY': -0.590625, 'EndZ': 33.75}"
00100131,beam,M131,L40x5,A36,-0.609132,0.609132,32.725,0.590625,0.590625,33.75,"{'ID': '00100120', 'Type': 'beam', 'PieceMark': 'M120', 'Section': 'L90x9', 'Material': 'A36', 'StartX': -0.627639, 'StartY': 0.627639, 'StartZ': 31.7, 'EndX': -0.590625, 'EndY': 0.590625, 'EndZ': 33.75}","{'ID': '00100119', 'Type': 'beam', 'PieceMark': 'M119', 'Section': 'L90x9', 'Material': 'A36', 'StartX': 0.627639, 'StartY': 0.627639, 'StartZ': 31.7, 'EndX': 0.590625, 'EndY': 0.590625, 'EndZ': 33.75}"
00100132,beam,M132,L40x5,A36,-0.609132,-0.609132,32.725,-0.590625,0.590625,33.75,"{'ID': '00100117', 'Type': 'beam', 'PieceMark': 'M117', 'Section': 'L90x9', 'Material': 'A36', 'StartX': -0.627639, 'StartY': -0.627639, 'StartZ': 31.7, 'EndX': -0.590625, 'EndY': -0.590625, 'EndZ': 33.75}","{'ID': '00100102', 'Type': 'beam', 'PieceMark': 'M102', 'Section': 'L90x9', 'Material': 'A36', 'StartX': -0.590625, 'StartY': 0.590625, 'StartZ': 33.75, 'EndX': -0.55, 'EndY': 0.55, 'EndZ': 36.0}"
00100141,beam,M141,L40x4,A36,-0.658333,-0.658333,30.0,0.642986,-0.642986,30.85,"{'ID': '00100133', 'Type': 'beam', 'PieceMark': 'M133', 'Section': 'L90x9', 'Material': 'A36', 'StartX': -0.658333, 'StartY': -0.658333, 'StartZ': 30.0, 'EndX': -0.627639, 'EndY': -0.627639, 'EndZ': 31.7}","{'ID': '00100134', 'Type': 'beam', 'PieceMark': 'M134', 'Section': 'L90x9', 'Material': 'A36', 'StartX': 0.658333, 'StartY': -0.658333, 'StartZ': 30.0, 'EndX': 0.627639, 'EndY': -0.627639, 'EndZ': 31.7}"
00100142,beam,M142,L40x4,A36,0.658333,-0.658333,30.0,0.642986,0.642986,30.85,"{'ID': '00100134', 'Type': 'beam', 'PieceMark': 'M134', 'Section': 'L90x9', 'Material': 'A36', 'StartX': 0.658333, 'StartY': -0.658333, 'StartZ': 30.0, 'EndX': 0.627639, 'EndY': -0.627639, 'EndZ': 31.7}","{'ID': '00100135', 'Type': 'beam', 'PieceMark': 'M135', 'Section': 'L90x9', 'Material': 'A36', 'StartX': 0.658333, 'StartY': 0.658333, 'StartZ': 30.0, 'EndX': 0.627639, 'EndY': 0.627639, 'EndZ': 31.7}"
00100143,beam,M143,L40x4,A36,0.658333,0.658333,30.0,-0.642986,0.642986,30.85,"{'ID': '00100135', 'Type': 'beam', 'PieceMark': 'M135', 'Section': 'L90x9', 'Material': 'A36', 'StartX': 0.658333, 'StartY': 0.658333, 'StartZ': 30.0, 'EndX': 0.627639, 'EndY': 0.627639, 'EndZ': 31.7}","{'ID': '00100136', 'Type': 'beam', 'PieceMark': 'M136', 'Section': 'L90x9', 'Material': 'A36', 'StartX': -0.658333, 'StartY': 0.658333, 'StartZ': 30.0, 'EndX': -0.627639, 'EndY': 0.627639, 'EndZ': 31.7}"
00100144,beam,M144,L40x4,A36,-0.658333,0.658333,30.0,-0.642986,-0.642986,30.85,"{'ID': '00100136', 'Type': 'beam', 'PieceMark': 'M136', 'Section': 'L90x9', 'Material': 'A36', 'StartX': -0.658333, 'StartY': 0.658333, 'StartZ': 30.0, 'EndX': -0.627639, 'EndY': 0.627639, 'EndZ': 31.7}","{'ID': '00100133', 'Type': 'beam', 'PieceMark': 'M133', 'Section': 'L90x9', 'Material': 'A36', 'StartX': -0.658333, 'StartY': -0.658333, 'StartZ': 30.0, 'EndX': -0.627639, 'EndY': -0.627639, 'EndZ': 31.7}"
00100145,beam,M145,L40x4,A36,0.642986,-0.642986,30.85,-0.627639,-0.627639,31.7,"{'ID': '00100134', 'Type': 'beam', 'PieceMark': 'M134', 'Section': 'L90x9', 'Material': 'A36', 'StartX': 0.658333, 'StartY': -0.658333, 'StartZ': 30.0, 'EndX': 0.627639, 'EndY': -0.627639, 'EndZ': 31.7}","{'ID': '00100133', 'Type': 'beam', 'PieceMark': 'M133', 'Section': 'L90x9', 'Material': 'A36', 'StartX': -0.658333, 'StartY': -0.658333, 'StartZ': 30.0, 'EndX': -0.627639, 'EndY': -0.627639, 'EndZ': 31.7}"
00100146,beam,M146,L40x4,A36,0.642986,0.642986,30.85,0.627639,-0.627639,31.7,"{'ID': '00100135', 'Type': 'beam', 'PieceMark': 'M135', 'Section': 'L90x9', 'Material': 'A36', 'StartX': 0.658333, 'StartY': 0.658333, 'StartZ': 30.0, 'EndX': 0.627639, 'EndY': 0.627639, 'EndZ': 31.7}","{'ID': '00100134', 'Type': 'beam', 'PieceMark': 'M134', 'Section': 'L90x9', 'Material': 'A36', 'StartX': 0.658333, 'StartY': -0.658333, 'StartZ': 30.0, 'EndX': 0.627639, 'EndY': -0.627639, 'EndZ': 31.7}"
00100147,beam,M147,L40x4,A36,-0.642986,0.642986,30.85,0.627639,0.627639,31.7,"{'ID': '00100136', 'Type': 'beam', 'PieceMark': 'M136', 'Section': 'L90x9', 'Material': 'A36', 'StartX': -0.658333, 'StartY': 0.658333, 'StartZ': 30.0, 'EndX': -0.627639, 'EndY': 0.627639, 'EndZ': 31.7}","{'ID': '00100135', 'Type': 'beam', 'PieceMark': 'M135', 'Section': 'L90x9', 'Material': 'A36', 'StartX': 0.658333, 'StartY': 0.658333, 'StartZ': 30.0, 'EndX': 0.627639, 'EndY': 0.627639, 'EndZ': 31.7}"
00100148,beam,M148,L40x4,A36,-0.642986,-0.642986,30.85,-0.627639,0.627639,31.7,"{'ID': '00100133', 'Type': 'beam', 'PieceMark': 'M133', 'Section': 'L90x9', 'Material': 'A36', 'StartX': -0.658333, 'StartY': -0.658333, 'StartZ': 30.0, 'EndX': -0.627639, 'EndY': -0.627639, 'EndZ': 31.7}","{'ID': '00100120', 'Type': 'beam', 'PieceMark': 'M120', 'Section': 'L90x9', 'Material': 'A36', 'StartX': -0.627639, 'StartY': 0.627639, 'StartZ': 31.7, 'EndX': -0.590625, 'EndY': 0.590625, 'EndZ': 33.75}"
00100157,beam,M157,L40x5,A36,-0.692639,-0.692639,28.1,0.675486,-0.675486,29.05,"{'ID': '00100149', 'Type': 'beam', 'PieceMark': 'M149', 'Section': 'L100x10', 'Material': 'A36', 'StartX': -0.692639, 'StartY': -0.692639, 'StartZ': 28.1, 'EndX': -0.658333, 'EndY': -0.658333, 'EndZ': 30.0}","{'ID': '00100150', 'Type': 'beam', 'PieceMark': 'M150', 'Section': 'L100x10', 'Material': 'A36', 'StartX': 0.692639, 'StartY': -0.692639, 'StartZ': 28.1, 'EndX': 0.658333, 'EndY': -0.658333, 'EndZ': 30.0}"
00100158,beam,M158,L40x5,A36,0.692639,-0.692639,28.1,0.675486,0.675486,29.05,"{'ID': '00100150', 'Type': 'beam', 'PieceMark': 'M150', 'Section': 'L100x10', 'Material': 'A36', 'StartX': 0.692639, 'StartY': -0.692639, 'StartZ': 28.1, 'EndX': 0.658333, 'EndY': -0.658333, 'EndZ': 30.0}","{'ID': '00100151', 'Type': 'beam', 'PieceMark': 'M151', 'Section': 'L100x10', 'Material': 'A36', 'StartX': 0.692639, 'StartY': 0.692639, 'StartZ': 28.1, 'EndX': 0.658333, 'EndY': 0.658333, 'EndZ': 30.0}"
00100159,beam,M159,L40x5,A36,0.692639,0.692639,28.1,-0.675486,0.675486,29.05,"{'ID': '00100151', 'Type': 'beam', 'PieceMark': 'M151', 'Section': 'L100x10', 'Material': 'A36', 'StartX': 0.692639, 'StartY': 0.692639, 'StartZ': 28.1, 'EndX': 0.658333, 'EndY': 0.658333, 'EndZ': 30.0}","{'ID': '00100152', 'Type': 'beam', 'PieceMark': 'M152', 'Section': 'L100x10', 'Material': 'A36', 'StartX': -0.692639, 'StartY': 0.692639, 'StartZ': 28.1, 'EndX': -0.658333, 'EndY': 0.658333, 'EndZ': 30.0}"
00100160,beam,M160,L40x5,A36,-0.692639,0.692639,28.1,-0.675486,-0.675486,29.05,"{'ID': '00100152', 'Type': 'beam', 'PieceMark': 'M152', 'Section': 'L100x10', 'Material': 'A36', 'StartX': -0.692639, 'StartY': 0.692639, 'StartZ': 28.1, 'EndX': -0.658333, 'EndY': 0.658333, 'EndZ': 30.0}","{'ID': '00100149', 'Type': 'beam', 'PieceMark': 'M149', 'Section': 'L100x10', 'Material': 'A36', 'StartX': -0.692639, 'StartY': -0.692639, 'StartZ': 28.1, 'EndX': -0.658333, 'EndY': -0.658333, 'EndZ': 30.0}"
00100161,beam,M161,L40x5,A36,0.675486,-0.675486,29.05,-0.658333,-0.658333,30.0,"{'ID': '00100150', 'Type': 'beam', 'PieceMark': 'M150', 'Section': 'L100x10', 'Material': 'A36', 'StartX': 0.692639, 'StartY': -0.692639, 'StartZ': 28.1, 'EndX': 0.658333, 'EndY': -0.658333, 'EndZ': 30.0}","{'ID': '00100149', 'Type': 'beam', 'PieceMark': 'M149', 'Section': 'L100x10', 'Material': 'A36', 'StartX': -0.692639, 'StartY': -0.692639, 'StartZ': 28.1, 'EndX': -0.658333, 'EndY': -0.658333, 'EndZ': 30.0}"
00100162,beam,M162,L40x5,A36,0.675486,0.675486,29.05,0.658333,-0.658333,30.0,"{'ID': '00100151', 'Type': 'beam', 'PieceMark': 'M151', 'Section': 'L100x10', 'Material': 'A36', 'StartX': 0.692639, 'StartY': 0.692639, 'StartZ': 28.1, 'EndX': 0.658333, 'EndY': 0.658333, 'EndZ': 30.0}","{'ID': '00100150', 'Type': 'beam', 'PieceMark': 'M150', 'Section': 'L100x10', 'Material': 'A36', 'StartX': 0.692639, 'StartY': -0.692639, 'StartZ': 28.1, 'EndX': 0.658333, 'EndY': -0.658333, 'EndZ': 30.0}"
00100163,beam,M163,L40x5,A36,-0.675486,0.675486,29.05,0.658333,0.658333,30.0,"{'ID': '00100152', 'Type': 'beam', 'PieceMark': 'M152', 'Section': 'L100x10', 'Material': 'A36', 'StartX': -0.692639, 'StartY': 0.692639, 'StartZ': 28.1, 'EndX': -0.658333, 'EndY': 0.658333, 'EndZ': 30.0}","{'ID': '00100151', 'Type': 'beam', 'PieceMark': 'M151', 'Section': 'L100x10', 'Material': 'A36', 'StartX': 0.692639, 'StartY': 0.692639, 'StartZ': 28.1, 'EndX': 0.658333, 'EndY': 0.658333, 'EndZ': 30.0}"
00100164,beam,M164,L40x5,A36,-0.675486,-0.675486,29.05,-0.658333,0.658333,30.0,"{'ID': '00100149', 'Type': 'beam', 'PieceMark': 'M149', 'Section': 'L100x10', 'Material': 'A36', 'StartX': -0.692639, 'StartY': -0.692639, 'StartZ': 28.1, 'EndX': -0.658333, 'EndY': -0.658333, 'EndZ': 30.0}","{'ID': '00100136', 'Type': 'beam', 'PieceMark': 'M136', 'Section': 'L90x9', 'Material': 'A36', 'StartX': -0.658333, 'StartY': 0.658333, 'StartZ': 30.0, 'EndX': -0.627639, 'EndY': 0.627639, 'EndZ': 31.7}"
00100173,beam,M173,L40x5,A36,-0.725139,-0.725139,26.3,0.708889,-0.708889,27.2,"{'ID': '00100165', 'Type': 'beam', 'PieceMark': 'M165', 'Section': 'L100x10', 'Material': 'A36', 'StartX': -0.725139, 'StartY': -0.725139, 'StartZ': 26.3, 'EndX': -0.692639, 'EndY': -0.692639, 'EndZ': 28.1}","{'ID': '00100166', 'Type': 'beam', 'PieceMark': 'M166', 'Section': 'L100x10', 'Material': 'A36', 'StartX': 0.725139, 'StartY': -0.725139, 'StartZ': 26.3, 'EndX': 0.692639, 'EndY': -0.692639, 'EndZ': 28.1}"
00100174,beam,M174,L40x5,A36,0.725139,-0.725139,26.3,0.708889,0.708889,27.2,"{'ID': '00100166', 'Type': 'beam', 'PieceMark': 'M166', 'Section': 'L100x10', 'Material': 'A36', 'StartX': 0.725139, 'StartY': -0.725139, 'StartZ': 26.3, 'EndX': 0.692639, 'EndY': -0.692639, 'EndZ': 28.1}","{'ID': '00100167', 'Type': 'beam', 'PieceMark': 'M167', 'Section': 'L100x10', 'Material': 'A36', 'StartX': 0.725139, 'StartY': 0.725139, 'StartZ': 26.3, 'EndX': 0.692639, 'EndY': 0.692639, 'EndZ': 28.1}"
00100175,beam,M175,L40x5,A36,0.725139,0.725139,26.3,-0.708889,0.708889,27.2,"{'ID': '00100167', 'Type': 'beam', 'PieceMark': 'M167', 'Section': 'L100x10', 'Material': 'A36', 'StartX': 0.725139, 'StartY': 0.725139, 'StartZ': 26.3, 'EndX': 0.692639, 'EndY': 0.692639, 'EndZ': 28.1}","{'ID': '00100168', 'Type': 'beam', 'PieceMark': 'M168', 'Section': 'L100x10', 'Material': 'A36', 'StartX': -0.725139, 'StartY': 0.725139, 'StartZ': 26.3, 'EndX': -0.692639, 'EndY': 0.692639, 'EndZ': 28.1}"
00100176,beam,M176,L40x5,A36,-0.725139,0.725139,26.3,-0.708889,-0.708889,27.2,"{'ID': '00100168', 'Type': 'beam', 'PieceMark': 'M168', 'Section': 'L100x10', 'Material': 'A36', 'StartX': -0.725139, 'StartY': 0.725139, 'StartZ': 26.3, 'EndX': -0.692639, 'EndY': 0.692639, 'EndZ': 28.1}","{'ID': '00100165', 'Type': 'beam', 'PieceMark': 'M165', 'Section': 'L100x10', 'Material': 'A36', 'StartX': -0.725139, 'StartY': -0.725139, 'StartZ': 26.3, 'EndX': -0.692639, 'EndY': -0.692639, 'EndZ': 28.1}"
00100177,beam,M177,L40x5,A36,0.708889,-0.708889,27.2,-0.692639,-0.692639,28.1,"{'ID': '00100166', 'Type': 'beam', 'PieceMark': 'M166', 'Section': 'L100x10', 'Material': 'A36', 'StartX': 0.725139, 'StartY': -0.725139, 'StartZ': 26.3, 'EndX': 0.692639, 'EndY': -0.692639, 'EndZ': 28.1}","{'ID': '00100165', 'Type': 'beam', 'PieceMark': 'M165', 'Section': 'L100x10', 'Material': 'A36', 'StartX': -0.725139, 'StartY': -0.725139, 'StartZ': 26.3, 'EndX': -0.692639, 'EndY': -0.692639, 'EndZ': 28.1}"
00100178,beam,M178,L40x5,A36,0.708889,0.708889,27.2,0.692639,-0.692639,28.1,"{'ID': '00100167', 'Type': 'beam', 'PieceMark': 'M167', 'Section': 'L100x10', 'Material': 'A36', 'StartX': 0.725139, 'StartY': 0.725139, 'StartZ': 26.3, 'EndX': 0.692639, 'EndY': 0.692639, 'EndZ': 28.1}","{'ID': '00100166', 'Type': 'beam', 'PieceMark': 'M166', 'Section': 'L100x10', 'Material': 'A36', 'StartX': 0.725139, 'StartY': -0.725139, 'StartZ': 26.3, 'EndX': 0.692639, 'EndY': -0.692639, 'EndZ': 28.1}"
00100179,beam,M179,L40x5,A36,-0.708889,0.708889,27.2,0.692639,0.692639,28.1,"{'ID': '00100168', 'Type': 'beam', 'PieceMark': 'M168', 'Section': 'L100x10', 'Material': 'A36', 'StartX': -0.725139, 'StartY': 0.725139, 'StartZ': 26.3, 'EndX': -0.692639, 'EndY': 0.692639, 'EndZ': 28.1}","{'ID': '00100167', 'Type': 'beam', 'PieceMark': 'M167', 'Section': 'L100x10', 'Material': 'A36', 'StartX': 0.725139, 'StartY': 0.725139, 'StartZ': 26.3, 'EndX': 0.692639, 'EndY': 0.692639, 'EndZ': 28.1}"
00100180,beam,M180,L40x5,A36,-0.708889,-0.708889,27.2,-0.692639,0.692639,28.1,"{'ID': '00100165', 'Type': 'beam', 'PieceMark': 'M165', 'Section': 'L100x10', 'Material': 'A36', 'StartX': -0.725139, 'StartY': -0.725139, 'StartZ': 26.3, 'EndX': -0.692639, 'EndY': -0.692639, 'EndZ': 28.1}","{'ID': '00100152', 'Type': 'beam', 'PieceMark': 'M152', 'Section': 'L100x10', 'Material': 'A36', 'StartX': -0.692639, 'StartY': 0.692639, 'StartZ': 28.1, 'EndX': -0.658333, 'EndY': 0.658333, 'EndZ': 30.0}"
00100189,beam,M189,L40x5,A36,0.766667,-0.766667,24.0,-0.752824,-0.752824,24.7667,"{'ID': '00100182', 'Type': 'beam', 'PieceMark': 'M182', 'Section': 'L100x10', 'Material': 'A36', 'StartX': 0.766667, 'StartY': -0.766667, 'StartZ': 24.0, 'EndX': 0.725139, 'EndY': -0.725139, 'EndZ': 26.3}","{'ID': '00100181', 'Type': 'beam', 'PieceMark': 'M181', 'Section': 'L100x10', 'Material': 'A36', 'StartX': -0.766667, 'StartY': -0.766667, 'StartZ': 24.0, 'EndX': -0.725139, 'EndY': -0.725139, 'EndZ': 26.3}"
00100190,beam,M190,L40x5,A36,0.766667,0.766667,24.0,0.752824,-0.752824,24.7667,"{'ID': '00100183', 'Type': 'beam', 'PieceMark': 'M183', 'Section': 'L100x10', 'Material': 'A36', 'StartX': 0.766667, 'StartY': 0.766667, 'StartZ': 24.0, 'EndX': 0.725139, 'EndY': 0.725139, 'EndZ': 26.3}","{'ID': '00100182', 'Type': 'beam', 'PieceMark': 'M182', 'Section': 'L100x10', 'Material': 'A36', 'StartX': 0.766667, 'StartY': -0.766667, 'StartZ': 24.0, 'EndX': 0.725139, 'EndY': -0.725139, 'EndZ': 26.3}"
00100191,beam,M191,L40x5,A36,-0.766667,0.766667,24.0,0.752824,0.752824,24.7667,"{'ID': '00100184', 'Type': 'beam', 'PieceMark': 'M184', 'Section': 'L100x10', 'Material': 'A36', 'StartX': -0.766667, 'StartY': 0.766667, 'StartZ': 24.0, 'EndX': -0.725139, 'EndY': 0.725139, 'EndZ': 26.3}","{'ID': '00100183', 'Type': 'beam', 'PieceMark': 'M183', 'Section': 'L100x10', 'Material': 'A36', 'StartX': 0.766667, 'StartY': 0.766667, 'StartZ': 24.0, 'EndX': 0.725139, 'EndY': 0.725139, 'EndZ': 26.3}"
00100192,beam,M192,L40x5,A36,-0.766667,-0.766667,24.0,-0.752824,0.752824,24.7667,"{'ID': '00100181', 'Type': 'beam', 'PieceMark': 'M181', 'Section': 'L100x10', 'Material': 'A36', 'StartX': -0.766667, 'StartY': -0.766667, 'StartZ': 24.0, 'EndX': -0.725139, 'EndY': -0.725139, 'EndZ': 26.3}","{'ID': '00100184', 'Type': 'beam', 'PieceMark': 'M184', 'Section': 'L100x10', 'Material': 'A36', 'StartX': -0.766667, 'StartY': 0.766667, 'StartZ': 24.0, 'EndX': -0.725139, 'EndY': 0.725139, 'EndZ': 26.3}"
